finding,ICD10_code,PFx,PFx_ICD10_code,_0_agent_icd10_codes,_0_icd10_matches,_0_pfx_icd10_matches,_0_flesch,accuracy_agent_icd10,accuracy_pfx_icd10,readability_difference,overall_score,log_overall_score
Adrenal Gland Tumor,D44.7,"An adrenal gland tumor is a growth that can be found on one of the adrenal glands, which are located on top of the kidneys. These tumors are often discovered by accident during imaging tests for other reasons. Most adrenal gland tumors are non-cancerous and do not cause any symptoms. However, some can produce hormones that might lead to symptoms like high blood pressure, weight gain, or changes in mood. It's important to monitor these tumors to ensure they do not grow or cause any health issues. If symptoms develop, further evaluation may be needed.",D35.00,D35.00,False,False,72.36,0.0,0.0,12.64,0.014662756598240468,2.5280000000000005
Adrenal Gland Tumor,D44.7,"An adrenal gland tumor is a growth that can be found on one of the adrenal glands, which sit on top of your kidneys. These tumors are often discovered by accident during scans for other reasons. Most adrenal gland tumors are non-cancerous and do not cause any symptoms. However, some can produce hormones that might lead to symptoms like high blood pressure, weight gain, or changes in mood. It's important to monitor these tumors to ensure they don't grow or cause problems. If symptoms occur, further evaluation may be needed to decide on the best course of action.",D35.00,D35.00,False,False,71.85,0.0,0.0,13.150000000000006,0.014134275618374555,2.6300000000000012
Adrenal Gland Tumor,D44.7,"An adrenal gland tumor is a growth that can be found on one of the adrenal glands, which sit on top of your kidneys. These tumors are often discovered by accident during scans for other reasons. Most adrenal gland tumors are non-cancerous and do not cause any symptoms. However, some can produce hormones that might lead to symptoms like high blood pressure, weight gain, or changes in mood. It's important to monitor these tumors to ensure they don't grow or cause problems. If symptoms develop, further evaluation may be needed to decide on the best course of action.",D35.00,D35.00,False,False,71.85,0.0,0.0,13.150000000000006,0.014134275618374555,2.6300000000000012
Adrenal Gland Tumor,D44.7,"An adrenal gland tumor is a growth that can be found on one of the adrenal glands, which sit on top of your kidneys. These tumors are often discovered by accident during scans for other reasons. Most adrenal gland tumors are non-cancerous and do not cause any symptoms. However, some can produce hormones that might lead to symptoms like high blood pressure, weight gain, or changes in mood. It's important to monitor these tumors to ensure they do not grow or cause problems. If symptoms occur, further evaluation may be needed to decide on the best course of action.",D35.00,D35.00,False,False,71.65,0.0,0.0,13.349999999999994,0.013937282229965162,2.669999999999999
Adrenal Gland Tumor,D44.7,"An adrenal gland tumor is a growth that can be found on one of the adrenal glands, which sit on top of your kidneys. These tumors are often discovered by accident during scans for other reasons. Most adrenal gland tumors are non-cancerous and do not cause any symptoms. However, some can produce hormones that might lead to symptoms like high blood pressure, weight gain, or changes in mood. It's important to monitor these tumors to ensure they do not grow or cause problems. If any symptoms develop, further evaluation may be needed.",D35.00,D35.00,False,False,72.87,0.0,0.0,12.129999999999995,0.015232292460015237,2.4259999999999993
Bladder Cancer,C67.9,"Bladder cancer is a condition where abnormal cells grow in the bladder, which is the organ that stores urine. It can sometimes be found by accident during tests for other issues. It's important to know that bladder cancer can vary in seriousness. Some types grow slowly and are less likely to spread, while others can be more aggressive. Treatment options depend on the type and stage of the cancer and may include surgery, chemotherapy, or other therapies. It's crucial to discuss with your healthcare provider to understand the best approach for your situation.",C67.9,C67.9,True,True,64.2,1.0,1.0,20.799999999999997,1.6091743119266055,5.76
Bladder Cancer,C67.9,"Bladder cancer is a condition where abnormal cells grow in the bladder, which is the organ that stores urine. It can sometimes be found by accident during tests for other issues. It's important to know that bladder cancer can vary in seriousness. Some types grow slowly and are less likely to spread, while others can be more aggressive. Treatment options depend on the type and stage of the cancer and may include surgery, chemotherapy, or other therapies. It's crucial to discuss with your healthcare provider to understand your specific situation and the best course of action.",C67.9,C67.9,True,True,63.7,1.0,1.0,21.299999999999997,1.608968609865471,5.859999999999999
Bladder Cancer,C67.9,"Bladder cancer is a condition where abnormal cells grow in the bladder, which is the organ that holds urine. It can sometimes be found by accident during tests for other issues. It's important to know that bladder cancer can vary in seriousness. Some types grow slowly and are less likely to spread, while others can be more aggressive. Treatment options depend on the type and stage of the cancer and may include surgery, chemotherapy, or radiation. It's crucial to discuss with your healthcare provider to understand the best approach for your situation.",C67.9,C67.9,True,True,64.41,1.0,1.0,20.590000000000003,1.6092635479388606,5.718000000000002
Bladder Cancer,C67.9,"Bladder cancer is a condition where abnormal cells grow in the bladder, which is the organ that stores urine. It can sometimes be found by accident during tests for other issues. It's important to know that bladder cancer can vary in seriousness. Some types grow slowly and are less likely to spread, while others can be more aggressive. Treatment options depend on the type and stage of the cancer and may include surgery, chemotherapy, or radiation. It's crucial to discuss with your healthcare provider to understand the best approach for your situation.",C67.9,C67.9,True,True,64.41,1.0,1.0,20.590000000000003,1.6092635479388606,5.718000000000002
Bladder Cancer,C67.9,"Bladder cancer is a condition where abnormal cells grow in the bladder, which is the organ that stores urine. It can sometimes be found by accident during tests for other issues. It's important to know that bladder cancer can vary in seriousness. Some types grow slowly and are less likely to spread, while others can be more aggressive. Treatment options depend on the type and stage of the cancer and may include surgery, chemotherapy, or radiation. It's crucial to discuss with a healthcare provider to understand the best approach for managing this condition.",C67.9,C67.9,True,True,64.2,1.0,1.0,20.799999999999997,1.6091743119266055,5.76
Bladder Diverticula,N32.3,"Bladder diverticula are small pouches that form in the bladder wall. They are often found by accident during imaging tests for other reasons. Most of the time, these pouches do not cause any problems and do not need treatment. However, if they become large or cause symptoms like frequent urinary tract infections or trouble urinating, it might be necessary to see a doctor. In some cases, treatment could involve medication or surgery to remove the diverticula. It's important to monitor for any changes or symptoms.",N32.3,N32.3,True,True,57.06,1.0,1.0,27.939999999999998,1.6069108500345544,7.188000000000001
Bladder Diverticula,N32.3,"Bladder diverticula are small pouches that form in the bladder wall. They are often found by accident during imaging tests for other reasons. These pouches are usually harmless and do not cause any symptoms. Most people with bladder diverticula do not need any treatment. However, if you experience symptoms like frequent urinary tract infections or trouble emptying your bladder, it might be related to the diverticula. In such cases, a doctor might suggest further evaluation to decide if any treatment is needed.",N32.3,N32.3,True,True,49.11,1.0,1.0,35.89,1.605421523448089,8.778
Bladder Diverticula,N32.3,"Bladder diverticula are small pouches that form in the bladder wall. They are often found by accident during imaging tests for other reasons. These pouches are usually harmless and do not cause any symptoms. Most people with bladder diverticula do not need any treatment. However, if the diverticula become large or cause problems like infections or trouble urinating, a doctor might need to check them more closely. In some cases, treatment might be needed to prevent complications. It's important to keep an eye on any symptoms and talk to a healthcare provider if they occur.",N32.3,N32.3,True,True,57.67,1.0,1.0,27.33,1.6070596540769504,7.066000000000001
Bladder Diverticula,N32.3,"Bladder diverticula are small pouches that form in the bladder wall. They are often found by accident during imaging tests for other reasons. These pouches are usually harmless and do not cause any symptoms. Most people with bladder diverticula do not need any treatment. However, if the diverticula become large or cause problems like infections or trouble urinating, a doctor might need to check them more closely. In some cases, treatment might be needed to prevent complications. It's important to keep an eye on any symptoms and talk to a healthcare provider if they occur.",N32.3,N32.3,True,True,57.67,1.0,1.0,27.33,1.6070596540769504,7.066000000000001
Bladder Diverticula,N32.3,"Bladder diverticula are small pouches that form in the bladder wall. They are often found by accident during imaging tests for other reasons. These pouches are usually harmless and do not cause any symptoms. Most people with bladder diverticula do not need any treatment. However, if the diverticula become large or cause problems like infections or trouble urinating, a doctor might need to check them more closely. In some cases, treatment might be needed to prevent complications. It's important to keep an eye on any symptoms and talk to a healthcare provider if they occur.",N32.3,N32.3,True,True,57.67,1.0,1.0,27.33,1.6070596540769504,7.066000000000001
Bladder Calculus,N21.0,"A bladder calculus, also known as a bladder stone, is a hard mass that forms in the bladder. It is often found when imaging is done for other reasons. These stones can sometimes cause symptoms like pain, difficulty urinating, or blood in the urine. However, many people do not have any symptoms at all. If you do experience symptoms, it is important to talk to your doctor about possible treatments, which might include drinking more water to help pass the stone or, in some cases, a procedure to remove it.",N21.0,N21.0,True,True,70.13,1.0,1.0,14.870000000000005,1.6126023944549466,4.574000000000002
Bladder Calculus,N21.0,"A bladder calculus, also known as a bladder stone, is a hard mass that forms in the bladder. It is often found when imaging is done for other reasons. These stones can sometimes cause symptoms like pain, difficulty urinating, or blood in the urine. However, many people do not experience any symptoms. If the stone is small and not causing any problems, it might not need treatment. If symptoms do occur, or if the stone is large, a doctor might suggest ways to remove it, which could include drinking more water or a procedure to break it up.",N21.0,N21.0,True,True,71.85,1.0,1.0,13.150000000000006,1.6141342756183747,4.230000000000001
Bladder Calculus,N21.0,"A bladder calculus, also known as a bladder stone, is a hard mass that forms in the bladder. It is often found when imaging is done for other reasons. These stones can sometimes cause symptoms like pain, difficulty urinating, or blood in the urine. However, many people do not experience any symptoms. If the stone is small and not causing any problems, it might not need treatment. If it does cause symptoms, there are treatments available to remove or break down the stone, which can be discussed with a healthcare provider.",N21.0,N21.0,True,True,72.97,1.0,1.0,12.030000000000001,1.6153491941673064,4.006
Bladder Calculus,N21.0,"A bladder calculus, also known as a bladder stone, is a hard mass that forms in the bladder. It is often found when imaging is done for other reasons. These stones can sometimes cause symptoms like pain, difficulty urinating, or blood in the urine. However, many people do not experience any symptoms. If the stone is small and not causing any problems, it might not need treatment. If symptoms do occur, or if the stone is large, a doctor might suggest ways to remove it, such as drinking more water or a procedure to break it up.",N21.0,N21.0,True,True,71.95,1.0,1.0,13.049999999999997,1.61423487544484,4.209999999999999
Bladder Calculus,N21.0,"A bladder calculus, also known as a bladder stone, is a hard mass that forms in the bladder. It is often found when imaging is done for other reasons. These stones can sometimes cause symptoms like pain, difficulty urinating, or blood in the urine. However, many people do not have any symptoms at all. If the stone is small and not causing any problems, it might not need treatment. If it does cause symptoms, there are treatments available to remove or break down the stone.",N21.0,N21.0,True,True,82.44,1.0,1.0,2.5600000000000023,1.6561797752808989,2.1120000000000005
Bladder Diverticulum,N32.3,"A bladder diverticulum is a small pouch that forms in the bladder wall. It is often found by accident during imaging tests for other reasons. Most of the time, these pouches do not cause any problems and do not need treatment. However, if you notice symptoms like frequent urination, pain, or infections, it might be related to the diverticulum. In such cases, it's important to talk to your doctor about what might be causing these symptoms and what can be done to help you feel better.",N32.3,N32.3,True,True,70.94,1.0,1.0,14.060000000000002,1.6132802124833998,4.412000000000001
Bladder Diverticulum,N32.3,"A bladder diverticulum is a small pouch that forms in the bladder wall. It is often found by accident during imaging tests for other reasons. Most of the time, these pouches do not cause any problems and do not need treatment. However, if they become large or cause symptoms like frequent urinary tract infections or trouble emptying the bladder, it might be necessary to discuss further steps. It's important to keep an eye on any symptoms and talk to your healthcare provider if you notice any changes.",N32.3,N32.3,True,True,70.73,1.0,1.0,14.269999999999996,1.6130975769482647,4.453999999999999
Bladder Diverticulum,N32.3,"A bladder diverticulum is a small pouch that forms in the bladder wall. It is often found by accident during imaging tests for other reasons. Most of the time, these pouches do not cause any problems and do not need treatment. However, if they become large or cause symptoms like frequent urinary tract infections or trouble emptying the bladder, it might be necessary to talk to a doctor about possible treatments. These could include monitoring the condition or, in some cases, surgery to remove the diverticulum.",N32.3,N32.3,True,True,62.48,1.0,1.0,22.520000000000003,1.6085034013605444,6.104000000000001
Bladder Diverticulum,N32.3,"A bladder diverticulum is a small pouch that forms in the bladder wall. It is often found by accident during imaging tests for other reasons. Most of the time, these pouches do not cause any problems and do not need treatment. However, if they become large or cause symptoms like frequent urinary tract infections or trouble emptying the bladder, it might be necessary to talk to a doctor about possible treatments. These could include monitoring the condition or, in some cases, surgery to remove the diverticulum.",N32.3,N32.3,True,True,62.48,1.0,1.0,22.520000000000003,1.6085034013605444,6.104000000000001
Bladder Diverticulum,N32.3,"A bladder diverticulum is a small pouch that forms in the bladder wall. It is often found by accident during imaging tests for other reasons. Most of the time, these pouches do not cause any problems and do not need treatment. However, if they become large or cause symptoms like frequent urinary tract infections or trouble emptying the bladder, it might be necessary to talk to a doctor about what to do next. It's important to keep an eye on any symptoms and let your doctor know if anything changes.",N32.3,N32.3,True,True,70.13,1.0,1.0,14.870000000000005,1.6126023944549466,4.574000000000002
Bladder Mass,R93.4,"A bladder mass is a growth or lump found in the bladder, often discovered during imaging tests like an ultrasound or CT scan. It's important to know that not all bladder masses are cancerous. Some can be benign, meaning they are not harmful. However, further tests are usually needed to determine the nature of the mass. These tests might include a urine test or a procedure called a cystoscopy, where a small camera is used to look inside the bladder. Understanding the type of mass is crucial for deciding if any treatment is needed.",N28.89,R93.4,True,False,72.46,1.0,0.0,12.540000000000006,0.8147710487444609,3.3080000000000016
Bladder Mass,R93.4,"A bladder mass is a growth or lump found in the bladder, often discovered during imaging tests for other reasons. It's important to know that not all bladder masses are cancerous. Some can be benign, meaning they are not harmful. However, further evaluation is usually needed to determine the nature of the mass. This might involve additional tests like a cystoscopy, where a small camera is used to look inside the bladder, or a biopsy, where a small sample of tissue is taken for examination. Understanding the type of mass helps in deciding the best course of action.",N28.89,R93.4,True,False,63.39,1.0,0.0,21.61,0.8088456435205662,5.122
Bladder Mass,R93.4,"A bladder mass is a growth or lump found in the bladder, often discovered during imaging tests like an ultrasound or CT scan. It's important to know that not all bladder masses are cancerous. Some can be benign, meaning they are not harmful. However, further evaluation is usually needed to determine the nature of the mass. This might involve additional tests or procedures to understand more about the mass and decide if any treatment is necessary. It's important to keep an eye on any symptoms like blood in urine or changes in urination patterns.",N28.89,R93.4,True,False,64.0,1.0,0.0,21.0,0.8090909090909091,5.0
Bladder Mass,R93.4,"A bladder mass is a growth or lump found in the bladder, often discovered during imaging tests like an ultrasound or CT scan. It's important to know that not all bladder masses are cancerous. Some can be benign, meaning they are not harmful. However, further evaluation is usually needed to determine the nature of the mass. This might involve additional tests or procedures to understand more about the mass and decide if any treatment is necessary. It's important to follow up with your healthcare provider to discuss the findings and next steps.",N28.89,R93.4,True,False,64.41,1.0,0.0,20.590000000000003,0.8092635479388606,4.918000000000001
Bladder Mass,R93.4,"A bladder mass is a growth or lump found in the bladder, often discovered during imaging tests for other reasons. It's important to know that not all bladder masses are cancerous. Some can be benign, meaning they are not harmful. However, further evaluation is usually needed to determine the nature of the mass. This might involve additional tests like a cystoscopy, where a small camera is used to look inside the bladder, or a biopsy, where a small sample of tissue is taken for examination. Understanding the type of mass helps in deciding the best course of action.",N28.89,R93.4,True,False,63.39,1.0,0.0,21.61,0.8088456435205662,5.122
Bladder Wall Thickening,R93.4,"Bladder wall thickening is a condition where the walls of the bladder become thicker than normal. This can be found during imaging tests like an ultrasound or CT scan. Often, it doesn't cause any symptoms and might not need treatment. However, it can sometimes be linked to conditions like bladder infections or inflammation. If you notice symptoms like frequent urination, pain, or blood in your urine, it's important to let your doctor know. They can help determine if any further tests or treatments are needed to address the underlying cause.",N32.89,R93.4,True,False,64.71,1.0,0.0,20.290000000000006,0.8093940817285111,4.858000000000001
Bladder Wall Thickening,R93.4,"Bladder wall thickening is a condition where the walls of the bladder become thicker than normal. This can be found during imaging tests like an ultrasound or CT scan. Often, it doesn't cause any symptoms and might not need treatment. However, sometimes it can be linked to conditions like bladder infections or inflammation. If you notice symptoms like frequent urination, pain, or blood in your urine, it's important to let your doctor know. They can help figure out if any further tests or treatments are needed to keep your bladder healthy.",N32.89,R93.4,True,False,64.51,1.0,0.0,20.489999999999995,0.8093066542577944,4.897999999999999
Bladder Wall Thickening,R93.4,"Bladder wall thickening is a condition where the walls of the bladder become thicker than usual. This can be found during imaging tests like an ultrasound or CT scan. Often, it doesn't cause any symptoms and might not need treatment. However, sometimes it can be linked to conditions like bladder infections or inflammation. If you notice symptoms like frequent urination, pain, or blood in your urine, it's important to let your doctor know. They can help figure out if any further tests or treatments are needed.",N32.89,R93.4,True,False,65.42,1.0,0.0,19.58,0.8097181729834791,4.716
Bladder Wall Thickening,R93.4,"Bladder wall thickening is a condition where the walls of the bladder become thicker than normal. This can be found during imaging tests like an ultrasound or CT scan. Often, it doesn't cause any symptoms and might not need treatment. However, sometimes it can be linked to conditions like bladder infections or inflammation. If you notice symptoms like frequent urination, pain, or blood in your urine, it's important to let your doctor know. They can help figure out if any further tests or treatments are needed.",N32.89,R93.4,True,False,65.42,1.0,0.0,19.58,0.8097181729834791,4.716
Bladder Wall Thickening,R93.4,"Bladder wall thickening is a condition where the walls of the bladder become thicker than normal. This can be found during imaging tests like an ultrasound or CT scan. Often, it doesn't cause any symptoms and might not need treatment. However, sometimes it can be linked to conditions like bladder infections or inflammation. If you notice symptoms like frequent urination, pain, or blood in your urine, it's important to let your doctor know. They can help figure out if any further tests or treatments are needed.",N32.89,R93.4,True,False,65.42,1.0,0.0,19.58,0.8097181729834791,4.716
Gallbladder Wall Thickening,K81.9,"Gallbladder wall thickening is a condition where the wall of the gallbladder becomes thicker than normal. This can be found during an ultrasound or other imaging tests. Often, it doesn't cause any symptoms and might not need any treatment. However, sometimes it can be a sign of inflammation or other issues like gallstones. If you experience symptoms such as pain in the upper right side of your belly, nausea, or fever, it might be related to the gallbladder, and further evaluation could be necessary to understand the cause.",K82.8,K82.8,False,False,62.07,0.0,0.0,22.93,0.008357709987463435,4.586
