finding,ICD10_code,PFx,PFx_ICD10_code,_0_agent_icd10_codes,_0_icd10_matches,_0_pfx_icd10_matches,_0_flesch,accuracy_agent_icd10,accuracy_pfx_icd10,readability_difference,overall_score,log_overall_score
Accessory Spleen,Q89.03,"An accessory spleen is a small extra piece of spleen tissue that is usually found by accident during imaging tests like an ultrasound or CT scan. It's a common and harmless condition that doesn't cause any symptoms or health problems. Most people with an accessory spleen don't even know they have it, and it doesn't need any treatment. It's just like having an extra part that doesn't affect how your body works. If you ever have surgery in the area, your doctor might want to know about it, but otherwise, it's nothing to worry about.",D73.8,Q89.0,False,False,69.11,0.0,0.0,15.89,0.011841326228537598,3.1780000000000004
Accessory Spleen,Q89.03,"An accessory spleen is a small, extra piece of spleen tissue that is usually found by accident during imaging tests like an ultrasound or CT scan. It's a common and harmless condition that doesn't usually cause any problems or symptoms. Most people with an accessory spleen don't need any treatment because it functions just like the main spleen. It's important to know that having an accessory spleen is normal for some people and doesn't affect your health. If you have any questions or concerns, you can always talk to your healthcare provider.",D73.8,Q89.0,False,False,61.26,0.0,0.0,23.740000000000002,0.008084074373484237,4.748
Accessory Spleen,Q89.03,"An accessory spleen is a small, extra piece of spleen tissue that is usually found by accident during imaging tests like an ultrasound or CT scan. It's a common and harmless condition that doesn't cause any symptoms or health problems. Most people with an accessory spleen don't even know they have it, and it doesn't need any treatment. It's just like having an extra part that doesn't affect how your body works. If you ever have surgery involving your spleen, the doctors might check for it, but otherwise, it’s nothing to worry about.",D73.8,Q89.0,False,False,69.52,0.0,0.0,15.480000000000004,0.012135922330097085,3.096000000000001
Accessory Spleen,Q89.03,"An accessory spleen is a small, extra piece of spleen tissue that is usually found by accident during imaging tests like an ultrasound or CT scan. It's a common and harmless condition that doesn't cause any symptoms or health problems. Most people with an accessory spleen don't even know they have it, and it doesn't need any treatment. It's just like having an extra part that doesn't affect how your body works. If you ever have surgery involving your spleen, your doctor might want to know about it, but otherwise, it's nothing to worry about.",D73.8,Q89.0,False,False,69.11,0.0,0.0,15.89,0.011841326228537598,3.1780000000000004
Accessory Spleen,Q89.03,"An accessory spleen is a small extra piece of spleen tissue that is usually found by accident during imaging tests like an ultrasound or CT scan. It is a common and harmless condition that does not cause any symptoms or health problems. Most people with an accessory spleen do not need any treatment or follow-up. It is simply an extra bit of spleen tissue that functions just like the main spleen. Knowing about it is important only if you ever need spleen surgery, as the surgeon will need to be aware of it.",D73.8,Q89.0,False,False,69.52,0.0,0.0,15.480000000000004,0.012135922330097085,3.096000000000001
Adrenal Adenoma,D35.00,"An adrenal adenoma is a small, non-cancerous tumor found on the adrenal gland, which is located on top of the kidneys. These tumors are often discovered by accident during imaging tests for other reasons. Most adrenal adenomas do not cause any symptoms and do not require treatment. However, some can produce hormones that might lead to symptoms like high blood pressure or weight gain. If you experience any unusual symptoms, it's important to talk to your doctor, who can help determine if any further tests or treatments are needed.",D35.00,D35.00,True,True,61.87,1.0,1.0,23.130000000000003,1.608288437629507,6.226000000000001
Adrenal Adenoma,D35.00,"An adrenal adenoma is a small, non-cancerous tumor found on the adrenal gland, which is located on top of the kidneys. These tumors are often discovered by accident during imaging tests for other reasons. Most adrenal adenomas do not cause any symptoms and do not require treatment. They are usually harmless and do not affect your health. However, in some cases, they can produce hormones that might lead to symptoms like high blood pressure or weight gain. If you experience any unusual symptoms, it is important to discuss them with your healthcare provider.",D35.00,D35.00,True,True,64.2,1.0,1.0,20.799999999999997,1.6091743119266055,5.76
Adrenal Adenoma,D35.00,"An adrenal adenoma is a small, non-cancerous tumor found on the adrenal gland, which is located on top of the kidneys. These tumors are often discovered by accident during imaging tests for other conditions. Most adrenal adenomas do not cause any symptoms and do not require treatment. They are usually harmless and do not affect your health. However, in some cases, they can produce hormones that might lead to symptoms like high blood pressure or weight gain. If you experience any unusual symptoms, it is important to discuss them with your healthcare provider.",D35.00,D35.00,True,True,64.2,1.0,1.0,20.799999999999997,1.6091743119266055,5.76
Adrenal Adenoma,D35.00,"An adrenal adenoma is a small, non-cancerous tumor found on the adrenal gland, which is located on top of the kidneys. These tumors are often discovered by accident during imaging tests for other reasons. Most adrenal adenomas do not cause any symptoms and do not require treatment. They are usually harmless and do not affect your health. However, in some cases, they can produce hormones that might lead to symptoms like high blood pressure or weight gain. If you experience any unusual symptoms, it is important to discuss them with your healthcare provider.",D35.00,D35.00,True,True,64.2,1.0,1.0,20.799999999999997,1.6091743119266055,5.76
Adrenal Adenoma,D35.00,"An adrenal adenoma is a small, non-cancerous tumor found on the adrenal gland, which is located on top of the kidneys. These tumors are often discovered by accident during imaging tests for other reasons. Most adrenal adenomas do not cause any symptoms and do not require treatment. However, some can produce hormones that might lead to symptoms like high blood pressure or weight gain. If you experience any unusual symptoms, it's important to let your doctor know. Regular monitoring may be recommended to ensure the adenoma remains stable.",D35.00,D35.00,True,True,56.55,1.0,1.0,28.450000000000003,1.60679117147708,7.290000000000001
Adrenal Cortical Adenoma,D35.00,"An adrenal cortical adenoma is a small, non-cancerous tumor found in the adrenal gland, which is located on top of the kidneys. These adenomas are often discovered by accident during imaging tests for other reasons. Most of the time, they do not cause any symptoms and do not require treatment. However, in some cases, they can produce hormones that might lead to symptoms like high blood pressure or weight gain. If you experience any unusual symptoms, it is important to discuss them with your healthcare provider to determine if further evaluation is needed.",D35.00,D35.00,True,True,61.06,1.0,1.0,23.939999999999998,1.6080192461908582,6.388
Adrenal Cortical Adenoma,D35.00,"An adrenal cortical adenoma is a small, non-cancerous tumor found in the adrenal gland, which is located on top of the kidneys. These adenomas are often discovered by accident during imaging tests for other reasons. Most of the time, they do not cause any symptoms and do not require treatment. However, in some cases, they can produce hormones that might lead to symptoms like high blood pressure or weight gain. If you experience any unusual symptoms, it is important to discuss them with your healthcare provider to determine if further evaluation is needed.",D35.00,D35.00,True,True,61.06,1.0,1.0,23.939999999999998,1.6080192461908582,6.388
Adrenal Cortical Adenoma,D35.00,"An adrenal cortical adenoma is a small, non-cancerous tumor found in the adrenal gland, which is located on top of the kidneys. These adenomas are often discovered by accident during imaging tests for other reasons. Most of the time, they do not cause any symptoms and do not need treatment. However, in some cases, they can produce hormones that might lead to symptoms like high blood pressure or weight gain. If you experience any unusual symptoms, it is important to talk to your doctor to see if further evaluation is needed.",D35.00,D35.00,True,True,61.46,1.0,1.0,23.54,1.6081499592502038,6.308
Adrenal Cortical Adenoma,D35.00,"An adrenal cortical adenoma is a small, non-cancerous tumor found in the adrenal gland, which is located on top of the kidneys. These adenomas are often discovered by accident during imaging tests for other reasons. Most of the time, they do not cause any symptoms and do not need treatment. However, in some cases, they can produce hormones that might lead to symptoms like high blood pressure or weight gain. If you experience any unusual symptoms, it is important to talk to your doctor to see if further evaluation is needed.",D35.00,D35.00,True,True,61.46,1.0,1.0,23.54,1.6081499592502038,6.308
Adrenal Cortical Adenoma,D35.00,"An adrenal cortical adenoma is a small, non-cancerous tumor found in the adrenal gland, which is located on top of the kidneys. These adenomas are often discovered by accident during imaging tests for other reasons. Most of the time, they do not cause any symptoms and do not need treatment. However, in some cases, they can produce hormones that might lead to symptoms like high blood pressure or weight gain. If you experience any unusual symptoms, it is important to talk to your doctor, who can help decide if any further tests or treatments are needed.",D35.00,D35.00,True,True,68.91,1.0,1.0,16.090000000000003,1.6117027501462844,4.818000000000001
Adrenal Cyst,E27.8,"An adrenal cyst is a fluid-filled sac that is found on the adrenal gland, which sits on top of the kidney. These cysts are often discovered by accident during imaging tests for other reasons. Most adrenal cysts are benign, meaning they are not cancerous, and they usually do not cause any symptoms. Because they are generally harmless, they often do not need any treatment. However, if the cyst becomes very large or starts causing symptoms like pain or hormonal changes, further evaluation might be necessary to decide on the best course of action.",E27.8,D35.01,False,True,69.52,0.0,1.0,15.480000000000004,0.8121359223300971,3.896000000000001
