finding,ICD10_code,PFx,PFx_ICD10_code,_0_agent_icd10_codes,_0_icd10_matches,_0_pfx_icd10_matches,_0_flesch,accuracy_agent_icd10,accuracy_pfx_icd10,readability_difference,overall_score,log_overall_score
Pharyngeal Wall Mass,R22.1,"A pharyngeal wall mass is a growth found in the throat area, often discovered by chance during imaging tests. Most of the time, these masses are benign, meaning they are not cancerous. Patients should know that these masses usually do not cause symptoms and often do not need treatment. However, if the mass grows or starts causing problems like difficulty swallowing or breathing, further evaluation might be necessary. In such cases, a doctor might suggest additional tests to understand the nature of the mass and discuss possible treatment options.",D10.6,D10.1,False,False,53.41,0.0,0.0,31.590000000000003,0.00613685179502915,6.318000000000001
Pharyngeal Wall Mass,R22.1,"A pharyngeal wall mass is a growth found in the throat area, often discovered by chance during imaging tests. Most of the time, these masses are benign, meaning they are not cancerous. Patients should know that these masses usually do not cause symptoms and often do not need treatment. However, if the mass grows or starts causing problems like difficulty swallowing or breathing, further evaluation might be necessary. In such cases, a doctor might suggest additional tests to understand the nature of the mass and discuss possible treatment options.",D10.6,D10.1,False,False,53.41,0.0,0.0,31.590000000000003,0.00613685179502915,6.318000000000001
Pharyngeal Wall Mass,R22.1,"A pharyngeal wall mass is a growth found in the throat area, often discovered during imaging tests for other reasons. Most of the time, these masses are benign, meaning they are not cancerous. Patients should know that these masses usually do not cause symptoms and often do not need treatment. However, if the mass grows or starts causing problems like difficulty swallowing or breathing, further evaluation might be necessary. In such cases, a doctor might suggest additional tests to understand the nature of the mass and discuss possible treatment options.",D38.0,D10.1,False,False,53.21,0.0,0.0,31.79,0.006099420555047271,6.3580000000000005
Pharyngeal Wall Mass,R22.1,"A pharyngeal wall mass is a growth found in the throat area, often discovered during imaging tests for other reasons. Most of the time, these masses are benign, meaning they are not cancerous. Patients should know that these masses usually do not cause symptoms and might not need any treatment. However, if the mass causes trouble swallowing, breathing, or any discomfort, it is important to talk to a doctor. In such cases, the doctor might suggest further tests to understand the nature of the mass and discuss possible treatment options.",D49.1,D10.1,False,False,61.67,0.0,0.0,23.33,0.008220304151253598,4.6659999999999995
Pharyngeal Wall Mass,R22.1,"A pharyngeal wall mass is a growth found in the throat area, often discovered by chance during imaging tests. Most of the time, these masses are benign, meaning they are not cancerous. Patients should know that these masses usually do not cause symptoms and often do not need treatment. However, if the mass grows or causes symptoms like difficulty swallowing or breathing, further evaluation might be necessary. In such cases, a doctor may suggest additional tests to determine the nature of the mass and discuss possible treatment options.",D10.6,D10.1,False,False,53.61,0.0,0.0,31.39,0.006174745291756715,6.2780000000000005
Pituitary Microadenoma,D35.2,"A pituitary microadenoma is a small, non-cancerous tumor found in the pituitary gland, which is a tiny organ at the base of the brain. These microadenomas are often discovered by accident during imaging tests for other reasons. Most of the time, they do not cause any symptoms and do not need treatment. However, if they grow or start affecting hormone levels, they might cause symptoms like headaches or vision problems. In such cases, doctors may suggest monitoring hormone levels or considering treatment options to manage any symptoms.",D35.2,D35.2,True,True,53.81,1.0,1.0,31.189999999999998,1.6062131096613856,7.837999999999999
Pituitary Microadenoma,D35.2,"A pituitary microadenoma is a small, non-cancerous tumor found in the pituitary gland, which is a tiny organ at the base of the brain. These microadenomas are often discovered by accident during imaging tests for other reasons. Most of the time, they do not cause any symptoms and do not need treatment. However, in some cases, they can affect hormone levels, which might lead to symptoms like headaches or vision problems. If you experience any symptoms, your doctor might suggest monitoring the microadenoma or discussing treatment options.",D35.2,D35.2,True,True,53.81,1.0,1.0,31.189999999999998,1.6062131096613856,7.837999999999999
Pituitary Microadenoma,D35.2,"A pituitary microadenoma is a small, non-cancerous tumor found in the pituitary gland, which is a tiny organ at the base of the brain. These microadenomas are often discovered by accident during imaging tests for other reasons. Most of the time, they do not cause any symptoms and do not need treatment. However, if they grow or produce hormones, they might cause symptoms like headaches or vision problems. In such cases, doctors may suggest monitoring the tumor or considering treatment options to manage any symptoms that arise.",D35.2,D35.2,True,True,62.27,1.0,1.0,22.729999999999997,1.6084281500210704,6.145999999999999
Pituitary Microadenoma,D35.2,"A pituitary microadenoma is a small, non-cancerous tumor found in the pituitary gland, which is a tiny organ at the base of the brain. These are often discovered by accident during imaging tests for other reasons. Most of the time, pituitary microadenomas do not cause any symptoms and do not need treatment. However, if they grow or produce hormones, they might cause symptoms like headaches or vision problems. It's important to monitor them over time to ensure they remain stable and do not affect hormone levels or cause other issues.",D35.2,D35.2,True,True,61.67,1.0,1.0,23.33,1.6082203041512537,6.266
Pituitary Microadenoma,D35.2,"A pituitary microadenoma is a small, non-cancerous tumor found in the pituitary gland, which is a tiny organ at the base of the brain. These are often discovered by accident during imaging tests for other reasons. Most of the time, pituitary microadenomas do not cause any symptoms and do not need treatment. However, they can sometimes affect hormone levels, which might lead to symptoms like headaches or vision problems. If you experience any unusual symptoms, it's important to let your doctor know so they can decide if any further tests or treatments are needed.",D35.2,D35.2,True,True,60.85,1.0,1.0,24.15,1.6079522862823064,6.43
Parotid Cyst,K11.6,"A parotid cyst is a fluid-filled sac that forms in the parotid gland, which is one of the salivary glands located near your jaw and in front of your ears. These cysts are usually harmless and often found by chance during imaging tests for other reasons. Most parotid cysts do not cause any symptoms and do not need treatment. However, if the cyst becomes large or causes discomfort, it might need to be evaluated further. In some cases, if it causes problems, a doctor might suggest removing it.",K11.8,K11.8,False,False,70.53,0.0,0.0,14.469999999999999,0.012928248222365872,2.894
Parotid Cyst,K11.6,"A parotid cyst is a fluid-filled sac that forms in the parotid gland, which is one of the salivary glands located near your jaw and in front of your ears. These cysts are usually harmless and often found by chance during imaging tests for other reasons. Most parotid cysts do not cause any symptoms and do not need treatment. However, if the cyst becomes large or causes discomfort, it might need to be evaluated further. In some cases, a doctor might suggest draining the cyst or removing it if it causes problems.",K11.8,K11.8,False,False,69.72,0.0,0.0,15.280000000000001,0.012285012285012284,3.0560000000000005
Parotid Cyst,K11.6,"A parotid cyst is a fluid-filled sac that forms in the parotid gland, which is one of the salivary glands located near your jaw and in front of your ears. These cysts are usually harmless and often found by chance during imaging tests for other reasons. Most parotid cysts do not cause any symptoms and do not need treatment. However, if the cyst becomes large or causes discomfort, it might need to be evaluated further. In some cases, if it causes problems, a doctor might suggest removing it.",K11.8,K11.8,False,False,70.53,0.0,0.0,14.469999999999999,0.012928248222365872,2.894
Parotid Cyst,K11.6,"A parotid cyst is a fluid-filled sac that forms in the parotid gland, which is one of the salivary glands located near your jaw and in front of your ears. These cysts are usually harmless and often found by chance during imaging tests for other reasons. Most parotid cysts do not cause any symptoms and do not need treatment. However, if the cyst becomes large or causes discomfort, it might need to be evaluated further. In some cases, if it causes problems, a doctor might suggest removing it.",K11.8,K11.8,False,False,70.53,0.0,0.0,14.469999999999999,0.012928248222365872,2.894
