finding,ICD10_code,PFx,PFx_ICD10_Code,_0_agent_icd10_codes,_0_icd10_matches,_0_pfx_icd10_matches,_0_flesch,accuracy_agent_icd10,accuracy_pfx_icd10,readability_difference,overall_score,log_overall_score
Esophageal Varices,I85.00,"Esophageal varices are when veins in your food pipe swell up like balloons. This happens if there is a lot of pressure in these veins. If they get too big, they might break and bleed. Usually, you won't know you have them until they start bleeding. Think of it like a hose with too much water and it could burst. It is important to know they are there because your doctor needs to watch them closely. This helps to keep you safe and avoid any big problems.",I85.00,I85.00,True,True,92.73,1.0,1.0,7.730000000000004,1.62290950744559,0.05399999999999916
Cervical Esophageal Web,K22.2,"A cervical esophageal web is like a thin piece of tissue that grows inside the throat where food goes down. Imagine it like a small spider web which can make it tricky for food to move. This might make swallowing hard, sort of like when you sip a thick milkshake through a tiny straw. Doctors might notice this when they check your throat. They take pictures inside to see what's happening. It's an unexpected find, but now you know a bit about it! With simple care, it’s usually manageable.",K22.2,Q39.4,False,True,83.96,0.0,1.0,1.0400000000000063,0.8980392156862742,1.0080000000000013
Esophageal Dysmotility,K22.4,"Esophageal dysmotility means that the muscles in your esophagus, which is the tube that moves food from your mouth to the stomach, aren't working right. It's like when a slide at the playground isn't slippery. The food doesn't go down smoothly. It might be too slow or too fast, or might stop and go. This can make swallowing difficult, or it can feel like the food is stuck. It's something to think about because it might cause discomfort when eating, even though it was found by surprise.",K22.4,K22.4,True,True,82.14,1.0,1.0,2.8599999999999994,1.6518134715025907,2.172
Vocal Cord Paralysis,J38.00,"When you have vocal cord paralysis, it means the cords in your throat aren’t moving like they should. These cords are important for talking and breathing. Think of them as strings that help make your voice. If they get stuck, it can make your voice sound soft or different. It might also feel harder to breathe. But don’t worry too much. Many people with this issue find ways to feel better and do daily things. Doctors can help you understand more and find solutions to improve your situation.",J38.00,J38.00,True,True,85.69,1.0,1.0,0.6899999999999977,1.7183431952662724,1.4620000000000006
Laryngeal Cyst,J38.7,"A laryngeal cyst is like a small balloon filled with fluid located in your voice box, which is called the larynx. The larynx helps you speak, breathe, and swallow. Having a cyst means there's a little bump because there is some extra fluid collected there, much like how water can get caught in a tiny balloon. It usually doesn’t cause any major problems, but it can sometimes make your voice sound different or make it a little harder to breathe or swallow. Doctors can see the laryngeal cysts using special tools to help decide if there is any need for treatment.",J38.7,J38.2,False,True,67.89,0.0,1.0,17.11,0.8110436223081171,4.222
Laryngeal Carcinoma,C32.0,"Laryngeal carcinoma is a type of cancer that can happen in the voice box, which is found in your throat. The voice box helps you talk, breathe, and swallow. Imagine it like a whistle; it lets sounds come out when you talk. Sometimes, if there is cancer here, it might make your voice sound different or make swallowing hard. There could also be a bump in your throat. Doctors decide how to take care of this by looking at how much the cancer has spread and exactly where it is.",C32,C32.9,False,False,81.63,0.0,0.0,3.3700000000000045,0.045766590389015975,0.6740000000000009
Enlarged Cervical Lymph Nodes,R59.0,"Lymph nodes in your neck are like small guards. They help keep you safe by fighting germs. Sometimes, these guards get bigger. This can happen if your body is trying to stop an infection or if you have a cold. Imagine them as soldiers getting ready in case there is a battle. Seeing enlarged ones might seem scary, but it usually means your body is just doing its job. It’s like your body is building a strong defense. Often, it's a good sign that your immune system is working well to protect you.",R59.0,R22.1,False,True,93.54,0.0,1.0,8.540000000000006,0.8209643605870022,-0.9080000000000013
Reactive Lymphadenopathy,I88.9,"Reactive lymphadenopathy happens when your lymph nodes get bigger. This usually means your body is fighting a virus or an infection. Lymph nodes are like little filters that catch germs and keep you healthy, a bit like superheroes protecting a city. They can get bigger when they're working hard to fight off sneaky germs. Usually, they shrink back to normal size after the infection is gone. This is often nothing to worry about, kind of like how your muscles might feel sore after exercise but get better soon.",I88.9,R59.0,False,True,73.47,0.0,1.0,11.530000000000001,0.8159616919393456,3.1060000000000008
Lymphoma,C85.90,"Lymphoma is a type of cancer. It happens in your lymphatic system. This system is like little roads that help protect your body from germs. Sometimes, cells in this system grow too fast. They don't die like they should. When this happens, they can make lumps. You might find these lumps in your neck, armpits, or groin. They are swollen lymph nodes. Lymphoma can also make you feel very tired. You might have a fever sometimes or sweat a lot at night. It's important to understand these signs so you can look after yourself properly.",C85.9,C85.9,False,False,96.59,0.0,0.0,11.590000000000003,0.015885623510722792,-2.318000000000001
Cystic Hygroma,D18.1,"A cystic hygroma is like a soft, squishy balloon filled with fluid that can form under the skin. Usually, you might find it on a baby's neck or head, but sometimes it shows up in other places on the body. This happens when small tubes called lymphatic vessels don't develop properly when the baby is growing inside their mother. These vessels usually help carry a special fluid that fights germs, but when they don't form right, the fluid gets trapped and makes a lump under the skin. Many cystic hygromas are harmless but are checked by doctors to ensure they don't cause issues.",Q18.0,Q82.8,False,False,67.49,0.0,0.0,17.510000000000005,0.01080497028633171,3.502000000000001
Calcified Lymph Node,R93.0,"A calcified lymph node is a small, hardened bump that forms in the body's lymphatic system. Imagine if your soft pencil eraser became hard over time. That’s what happens when calcium—a mineral in your body—builds up in a lymph node that used to be soft. This process doesn’t usually cause problems, and it often happens after your body fights off infections or other inflammation. It’s like your body’s way of marking old battles won. Most of the time, a calcified lymph node is harmless, and it’s just part of your body's way of staying healthy.",R93.0,R91.8,False,True,72.36,0.0,1.0,12.64,0.8146627565982405,3.3280000000000003
Metastatic Lymphadenopathy,C77.0,"Metastatic lymphadenopathy is when cancer spreads to the lymph nodes in specific areas like the head, face, or neck. Lymph nodes are like tiny stations in these parts that help fight germs. If cancer travels from its starting place, it can cause these stations to swell. This tells the doctors that the cancer is moving. This information helps doctors decide on the best way to treat the cancer. They might use special medicines or other methods to stop the cancer from spreading further. Understanding this helps doctors provide the best care to keep you healthy.",C77.0,C77.0,True,True,83.05,1.0,1.0,1.9500000000000028,1.6677966101694914,1.9900000000000007
