finding,ICD10_code,PFx,PFx_ICD10_Code,_0_agent_icd10_codes,_0_icd10_matches,_0_pfx_icd10_matches,_0_flesch,accuracy_agent_icd10,accuracy_pfx_icd10,readability_difference,overall_score,log_overall_score
Gallbladder Sludge,R93.2,"Gallbladder sludge is like a tiny build-up of thick fluids in your gallbladder. The gallbladder is a small pouch that sits under your liver and helps you digest fat by storing a liquid called bile. Sometimes, the bile gets too thick, like a milkshake left out too long, and it turns into sludge. Gallbladder sludge is not usually a big deal by itself, but if it sits around too long, it can turn into small stones or make you feel uncomfortable. Eating healthy foods and drinking water can help keep your gallbladder working smoothly.",K82.8,K82.8,False,False,77.77,0.0,0.0,7.230000000000004,0.024301336573511533,1.4460000000000008
Gallbladder Wall Thickening,K81.9,"Gallbladder Wall Thickening means that the wall of your gallbladder is thicker than usual. The gallbladder is a small pouch that holds a juice called bile. This thickening happens when the gallbladder is swollen. Sometimes, this can happen because of an infection or if the gallbladder is irritated. You might not feel any different, and doctors often find it by accident when looking for other problems. Imagine discovering a surprise when looking for something else. Now, doctors have more clues about how to help you feel better.",K81.9,K82.8,False,True,67.35,0.0,1.0,17.650000000000006,0.8107238605898124,4.330000000000001
Gallbladder Tumor,D37.6,"The doctor found something growing in your gallbladder. Your gallbladder is like a little bag under your liver that keeps the juice needed for digestion. When something grows there, it can be like a rock in your shoe - a bit annoying and sometimes more serious. This growth is called a tumor. Some tumors are fine and stay quiet, while others might need more attention. But it doesn’t mean it’s cancer. More simple tests will tell us more, and doctors are there to make sure everything stays okay.",D37.6,D13.4,False,True,75.81,0.0,1.0,9.189999999999998,0.8196270853778215,2.638
Adenomyomatosis,K82.8,"Adenomyomatosis means there are small bumps inside your gallbladder. The gallbladder helps break down food in your tummy. These bumps are normal and usually don't cause any harm. Think of them like freckles on your skin; they are there, but they don't bother you. Doctors find these bumps when they take special pictures, like an MRI scan, of your body. Most people with adenomyomatosis do not feel sick and can continue with their everyday activities without any problems.",K82.8,K82.4,False,True,75.2,0.0,1.0,9.799999999999997,0.8185185185185185,2.76
Porcelain Gallbladder,K82.8,"Porcelain gallbladder occurs when the walls of the gallbladder become thick and hard because of calcium buildup. Imagine if something soft, like a balloon, turned into a hard shell. This change happens slowly, and you might not feel any different at first. It's important because it could be linked to other health problems. Knowing about it can help you understand your health better. If you know more about it, you won't be surprised by what your doctor says. They will tell you if anything needs to be done.",K82.8,K82.8,True,True,84.07,1.0,1.0,0.9300000000000068,1.7036269430051811,1.7860000000000014
Gallbladder Agenesis,Q44.0,"Being born without a gallbladder means you don't have this small organ that stores bile. Bile helps in digesting food, especially fats. This happens when a baby is growing inside the mother. Most people with this condition don’t notice any difference. It’s like having a bicycle without a basket: you might see it's not there, but the bike still works fine. Similarly, the body adjusts well without a gallbladder, and you can live normally. You're basically riding through life just fine without that little basket, or in this case, your gallbladder.",Q44.0,Q44.0,True,True,66.74,1.0,1.0,18.260000000000005,1.6103842159916928,5.252000000000001
Intestinal Polyp,K63.5,"An intestinal polyp is like a small bump that forms inside your digestive system, often in your large intestine. Think of it like a little mushroom growing in a yard. These are quite common, and many people have them at some point. Most of the time, they are harmless and don't cause problems. But, sometimes, they can change and become more serious. It's important to keep an eye on them to make sure they stay harmless. Doctors might check them or may choose to remove them to keep you healthy.",K63.5,K63.5,True,True,83.76,1.0,1.0,1.2399999999999949,1.6892857142857145,1.847999999999999
Diverticulosis,K57.30,"Diverticulosis is when tiny pockets form in the wall of the colon. Think of the colon like a long tube, and these pockets are like small balloons that stick out from weak spots on the tube. Most people with diverticulosis don't feel any different and have no problems. It's a common thing, especially for older people. To help keep your colon healthy, it’s good to eat foods high in fiber, like fruits and vegetables, drink lots of water, and take walks or other exercises. These habits can help stop any future trouble with the colon.",K57.30,K57.30,True,True,80.82,1.0,1.0,4.180000000000007,1.6386100386100386,2.4360000000000017
Appendicitis,K35.80,"Appendicitis is when your appendix gets swollen and painful. The appendix is a tiny tube at the start of your large intestine. Picture it like a straw that got bent, making your stomach hurt. This often happens when it gets blocked by something, like a hard piece of poop. Then germs can cause more problems, making your tummy hurt and feel hot. It is important for doctors to check it quickly so it doesn’t get worse. Usually, doctors remove the appendix with an operation called an appendectomy to help you feel better.",K35.80,K35.80,True,True,75.1,1.0,1.0,9.900000000000006,1.618348623853211,3.5800000000000014
Ileus,K56.7,"Ileus means your stomach is having trouble moving food the way it should. Think of it like a hose with a kink – things can't get through easily. This might make your stomach hurt, feel full, or it might be hard for you to go to the bathroom. Sometimes, this happens because your stomach needs a break to feel better. Doctors know how to make things go back to normal, maybe with some medicine or other ways. It's like a little rest so your stomach can start working the right way again.",K56.7,K56.7,True,True,89.89,1.0,1.0,4.890000000000001,1.6339558573853992,0.6219999999999999
Bowel Wall Thickening,R93.3,"Bowel wall thickening means that the wall of your intestines, which is usually thin, has gotten thicker. Imagine your intestines like a garden hose. Normally soft and flexible, it becomes harder to bend if it gets thicker. This can happen for various reasons, like inflammation from infections or conditions like Crohn’s or colitis. Sometimes, it signals your body is fighting something or points to another condition. Doctors want to find out why this occurs to ensure your health is fine.",R93.3,K63.89,False,True,66.44,0.0,1.0,18.560000000000002,0.8102249488752556,4.5120000000000005
Intussusception,K56.1,"Intussusception is when one part of the gut slides into the next part. It's like a telescope closing up. This can stop food and waste from moving along. It can make your belly hurt or swell up. Sometimes, doctors find it when they do a picture of your belly. This is serious because our gut helps turn food into energy. Doctors need to look carefully and decide how to help. Learning about this is important if someone feels these pains. Always tell a grown-up if your belly doesn't feel right.",K56.1,K56.1,True,True,86.71,1.0,1.0,1.7099999999999937,1.6738007380073803,1.2580000000000013
Crohn's Disease,K50.90,"Crohn's Disease causes swelling in your digestive system. Think of it as a tube where food goes through. Sometimes, this tube gets red and sore. It makes your tummy hurt, makes you tired, or makes using the bathroom hard. No one is sure why this happens. It could be linked to your family's health or things around you. Doctors give medicine to help people feel better. This helps with pain and swelling. People with Crohn's Disease often have to be careful about what they eat and how they live to help manage symptoms.",K50.90,K50.90,True,True,94.86,1.0,1.0,9.86,1.6184162062615102,-0.3719999999999999
Intestinal Wall Thickening,R93.3,"Intestinal wall thickening means the walls of your intestine are thicker than normal. Think of your intestine like a straw. If the straw's walls get thicker, it could be harder for things to go through. This can happen if the intestine is swollen, which we call inflammation. Sometimes infections can make it thicker, too. Imagine a balloon looking thicker in some spots when it’s very full. Doctors often see this when checking for other issues. It might not always mean something is wrong, but it's something to know about. It’s like a heads-up about your intestines.",R93.3,K63.89,False,True,77.53,0.0,1.0,7.469999999999999,0.8236127508854783,2.2939999999999996
Colonic Diverticula,K57.30,"Colonic diverticula are small pockets that form in the wall of your colon, part of the large intestine. Picture them like little bumps on a garden hose. As people age, these pockets can appear more often. Usually, they don't cause any problems or pain, so many people don't even know they're there. They are often found by chance on an MRI or scan done for different reasons. Knowing about these pockets can help you understand your body better, even if they don't need attention. It's like spotting a small, harmless bump while walking a familiar path.",K57.30,K57.30,True,True,74.49,1.0,1.0,10.510000000000005,1.6173761946133798,3.7020000000000013
Colonic Polyp,K63.5,"A colonic polyp is a small lump that grows inside the colon, also known as the large intestine. Imagine it like a small bump or a mushroom inside the tube that helps move food waste out of your body. Most of these lumps are not dangerous and do not cause any pain. However, it is important to check them because some can become serious over time. Going to regular check-ups can help make sure that everything in your belly stays healthy and safe.",K63.5,K63.5,True,True,80.01,1.0,1.0,4.989999999999995,1.6333889816360603,2.597999999999999
Mesenteric Cyst,R93.3,"A mesenteric cyst is a small fluid-filled sac inside your belly. It forms in a special tissue that holds your intestines, like a net holds spaghetti. This kind of cyst doesn't occur often and usually doesn’t cause any harm. Most of the time, you won’t even feel it. But sometimes, it can grow bigger and cause discomfort or press on other parts inside. Doctors often find it by chance when looking for something else. Think of it like a hidden bubble that might need attention if it gets bothersome.",D73.2,K66.8,False,False,75.5,0.0,0.0,9.5,0.01904761904761905,1.9000000000000001
Intestinal Stricture,K56.60,"An intestinal stricture happens when part of your intestines becomes narrow. It’s like when a straw gets squeezed, and it’s hard for liquid to flow through. This narrow part makes it difficult for food to pass through your belly. Sometimes, it can make your stomach hurt or make it hard to use the bathroom. Things like swelling or an old injury can cause this to happen. Some people don’t know about it until it’s checked by a doctor, who uses special pictures, like X-rays, to look inside the body and find the narrow spot.",K56.60,K56.60,True,True,80.92,1.0,1.0,4.079999999999998,1.6393700787401575,2.416
Simple Renal Cyst,N28.1,"A simple renal cyst is a small bubble filled with liquid in your kidney. It's like a tiny water balloon. These cysts are common, especially as you get older. Most of the time, they do not cause any symptoms or problems. They are not harmful like cancer and usually do not need treatment. The cysts don't change much over time. Think of your kidney like a sponge, and the cyst is just a little bubble in it, not causing any trouble. So, it's not something you need to worry about right now.",N28.1,N28.1,True,True,85.18,1.0,1.0,0.18000000000000682,1.769491525423728,1.5639999999999987
Angiomyolipoma,D30.0,"An angiomyolipoma is a kind of bump that grows in your kidneys. It's not dangerous and doesn't turn into cancer. It is made up of three things: blood vessels, muscles, and fat. Think about how a fruit smoothie has fruit, milk, and ice mixed together. Most of the time, these bumps are small and stay that way, so they don't hurt you or make you feel sick. Many people who have them don't even know. But sometimes they can grow bigger, so it's good to know about them.",D30.0,D30.0,True,True,92.53,1.0,1.0,7.530000000000001,1.6234466588511138,0.09399999999999986
