finding,ICD10_code,PFx,PFx_ICD10_Code,_0_agent_icd10_codes,_0_icd10_matches,_0_pfx_icd10_matches,_0_flesch,accuracy_agent_icd10,accuracy_pfx_icd10,readability_difference,overall_score,log_overall_score
Fibroadenoma,D24.0,"A fibroadenoma is a small and smooth lump you might find in the breast. It's made from normal breast and fibrous tissue, kind of like a soft but firm rubber band. These lumps feel round and can move around under the skin, like marbles. They're very common, especially in young women. Even though they are lumps in the breast, they are not cancer. They don’t usually spread or grow fast. Most of the time, they are harmless and don't need to be removed. But sometimes, doctors might check them to make sure they stay the same.",D24.0,N60.2,False,True,93.14,0.0,1.0,8.14,0.8218818380743983,-0.8280000000000001
Breast Cyst,N60.09,"A breast cyst is like a small, water balloon in the breast. It’s a tiny, soft bag filled with fluid, not air. Breast cysts happen often and can show up alone or together. They are usually harmless and don’t turn into cancer. Their size might change when your body’s hormones change, like during your period. Sometimes, they might feel a little sore. But, often, they just go away on their own. Knowing about breast cysts helps us understand what’s happening in our bodies.",N60.09,N60.09,True,True,86.3,1.0,1.0,1.2999999999999972,1.6869565217391307,1.3400000000000007
Gynecomastia,N62,"Gynecomastia is when a boy or man's chest grows larger because of more breast tissue. It's not the same as gaining weight. Hormones can cause this, especially when growing up. This change can happen in one or both chests and is normal for many. It might feel odd, but it usually isn't serious. Think of it as a part of growing up, like how someone's voice changes. It's good to talk with an adult you trust or visit a doctor to find out more. They can help explain why it happens and what to expect.",N62,N62,True,True,84.78,1.0,1.0,0.21999999999999886,1.7639344262295085,1.644
Ductal Carcinoma In Situ,D05.9,"Ductal Carcinoma In Situ, or DCIS, is a kind of early stage breast cancer. It’s when some cancer cells are found in the milk ducts, which are tiny tubes in the breast that carry milk. Think of it like a seed that hasn't grown into a big plant yet. These cells haven’t moved out of the ducts yet, which means it hasn’t spread into other parts of the body. This is important because it often means it's easier to treat and manage. Doctors like to catch DCIS early, so it's really good that they found it.",D05.9,D05.1,False,True,80.62,0.0,1.0,4.3799999999999955,0.8371747211895911,1.6759999999999993
Lobular Neoplasia,D05.0,"Lobular neoplasia means some cells in the breast are not normal. These cells are in tiny parts of the breast that make milk, called lobules. Imagine it like spotting a different color in a set of building blocks. These cells are not cancer, but they can mean there's a higher chance of getting breast cancer in the future. It's important to keep watching them. It's okay; it just means going for regular check-ups to make sure everything is alright. So, don't worry, just keep taking care of yourself and going to your doctor.",D05.00,D24.1,False,False,83.36,0.0,0.0,1.6400000000000006,0.07575757575757575,0.3280000000000001
Breast Lipoma,D17.39,"A breast lipoma is a small, soft lump in the breast. It is made from fat. Imagine it like a tiny pillow under the skin. Lipomas are common and harmless. They do not turn into cancer. Usually, a lipoma does not hurt and isn't felt at all. Many people have lipomas and do not feel them or know they are there. You can think of a lipoma as a quiet part of your body that just sits and is not a problem.",D17.39,D17.0,False,True,94.86,0.0,1.0,9.86,0.8184162062615101,-1.172
Breast Abscess,N61.1,"A breast abscess is a pocket of infection in the breast. It's like a little ball filled with pus, a thick fluid made when the body fights bacteria, which are tiny creatures that can cause infections. This lump can make the breast feel sore, red, or swollen. It's the body's warning sign that it needs to clear the infection. The lump might be tender to touch and warm. Just like when you have a cut that gets red and puffy, the breast is reacting to an unwanted invader and needs help to feel better.",N61.1,N61,False,True,89.38,0.0,1.0,4.3799999999999955,0.8371747211895911,-0.07599999999999907
Breast Hematoma,N64.89,"A breast hematoma is like a bruise inside your breast. It happens when small blood vessels break and cause blood to pool in the breast tissue. This can occur after an injury, surgery, or even a biopsy. Just like a bruise on your arm or leg, the area may feel tender or sore. It might also appear swollen or change color. Most of the time, breast hematomas get better on their own as the body absorbs the blood. It’s important to keep an eye on it, and remember that it’s quite different from other kinds of lumps in the breast.",N61,N64.89,True,False,90.8,1.0,0.0,5.799999999999997,0.8294117647058824,-0.35999999999999943
Intraductal Papilloma,D24.0,"An intraductal papilloma is a small bump inside a milk duct in the breast. Think of it like a tiny balloon inside a straw that carries milk. These bumps are not dangerous and do not cause cancer. Sometimes, they can hurt a bit or cause clear or red fluid to come from the nipple. They happen more often in women over 40, but anyone can get them. Doctors usually find these bumps during special tests, like a mammogram, when checking for other things.",D24.0,D24.1,False,True,82.85,0.0,1.0,2.1500000000000057,0.8634920634920634,1.2300000000000013
Hiatal Hernia,K44.9,"A hiatal hernia is when part of your stomach pushes up into your chest through a muscle called the diaphragm. The diaphragm helps you breathe and keeps your chest and belly apart. Sometimes, your stomach can push through a small hole in this muscle. Often, people don’t know they have a hiatal hernia because it doesn’t always cause issues. But, it can cause heartburn or tummy aches, especially after meals. With a doctor’s advice, you can find ways to feel better if this happens. Eating smaller meals and avoiding lying down after eating might help too.",K44.9,K44.9,True,True,74.49,1.0,1.0,10.510000000000005,1.6173761946133798,3.7020000000000013
