finding,ICD10_code,PFx,PFx_ICD10_Code,_0_agent_icd10_codes,_0_icd10_matches,_0_pfx_icd10_matches,_0_flesch,accuracy_agent_icd10,accuracy_pfx_icd10,readability_difference,overall_score,log_overall_score
Pseudotumor Cerebri,G93.2,"Pseudotumor cerebri is a condition where your head feels too full. It's like a balloon filled with too much air. Even though the name sounds scary, it isn't caused by a real tumor. There's extra fluid in your head making pressure. This can make your head hurt, blur your sight, or make a ringing sound in your ears. Young women, especially those who weigh more, might get this. Doctors know how to lower the pressure and help you feel better. It's important to know what this is and how you can feel alright again.",G93.2,G93.2,True,True,84.88,1.0,1.0,0.12000000000000455,1.778571428571428,1.624000000000001
Schwannoma,D33.3,"A schwannoma is a small lump that grows on nerves. Imagine it like a tiny bump on your skin. These bumps come from cells that cover the nerves. Your nerves are like little wires that help send messages in the body. Usually, schwannomas grow slowly and are not harmful. If they get big, they might press on the nerve. This could cause a tingling feeling or slight pain. But most of the time, schwannomas are not dangerous. It's always a good idea to have a doctor check it to make sure everything is okay.",D33.3,D36.1,False,True,94.76,0.0,1.0,9.760000000000005,0.8185873605947955,-1.152000000000001
Spongiform Changes in Brain,A81.9,"Spongiform changes in the brain make small holes or gaps in the brain, like a sponge. This happens if some brain cells are lost or damaged. Certain rare illnesses, caused by bad proteins, can cause these changes. These proteins, called prions, can hurt the brain. That can lead to big health problems. It's important for experts to look carefully at this to see what is happening. They will use this information to learn more about how the brain is working. It's a bit like watching a puzzle come together.",A81.9,A81.9,True,True,85.59,1.0,1.0,0.5900000000000034,1.7257861635220124,1.4819999999999993
Stroke (Old),Z86.73,"An old stroke means that some time ago, you had a health event called a stroke. A stroke happens when the blood flow to your brain gets blocked, kind of like a traffic jam stops cars from moving. This blockage can harm parts of the brain which controls how our body and mind work. Since this is an 'old' stroke, it occurred in the past and it looks like the healing process has already happened. Your brain has made some repairs, just like how a construction crew fixes roads after a big storm. It's important to take care of yourself and live a healthy lifestyle to keep your brain strong.",I69.30,I69.30,False,False,86.74,0.0,0.0,1.7399999999999949,0.07299270072992714,-0.347999999999999
Subarachnoid Cyst,Q04.6,"A subarachnoid cyst is like a small bubble filled with fluid sitting in the brain. It usually forms in one of the spaces that protect and cushion the brain. These cysts are not tumors and often don't cause any problems. Many people have them and might not even know because they don't always feel different or sick. Doctors sometimes find these cysts when they look at pictures of the brain for other reasons, like headaches. If a subarachnoid cyst is found, doctors will watch it to make sure it doesn’t change, just like watching a tiny bubble in a glass of water.",Q04.6,Q04.6,True,True,79.6,1.0,1.0,5.400000000000006,1.63125,2.6800000000000015
Cholesteatoma,H71.90,"A cholesteatoma is like a small growing skin lump inside your ear. It happens when skin cells are trapped where they shouldn't be and begin to grow. It isn't cancer, but it can cause problems if it grows too much. Your ear might feel full, or you might have a hard time hearing. Sometimes, it can even make your ear hurt. It’s important to know about a cholesteatoma so doctors can watch it closely to stop it from causing bigger problems inside your ear.",H71.90,H71.9,False,True,91.11,0.0,1.0,6.109999999999999,0.8281293952180029,-0.42199999999999993
Mastoiditis,H70.90,"Mastoiditis is when a bone behind your ear called the mastoid becomes infected. This bone has tiny air spaces and can get infected, often from an ear infection that wasn't completely treated. Think of it as letting germs sneak inside a tiny cave. When this happens, you might feel pain or see swelling and redness behind your ear. Sometimes it can feel like a bad headache or make hearing difficult. Doctors often give medicine to help fight the germs and clear up the infection. Keeping your ears healthy is really important to prevent it.",H70.90,H70.9,False,True,74.79,0.0,1.0,10.209999999999994,0.8178412132024978,2.8419999999999987
Otitis Media,H66.90,"Otitis Media happens when the space behind your eardrum has an infection or swelling. Think of your ear like a room in your house that should be quiet. If something makes noise there, it can sound strange and might hurt. This makes hearing harder because the ear is not working right. Otitis Media is common and can happen to children and adults. It usually is not very serious, but a healthcare person should look at it. The condition might feel like your ear is plugged or in pain. This is a frequent issue that people face.",H66.90,H66.9,False,True,84.68,0.0,1.0,0.3199999999999932,0.9515151515151523,0.8639999999999987
Otosclerosis,H80.90,"Otosclerosis happens when the tiny bones in your ear stop moving like they should. These bones help carry sounds to your brain. Imagine them like tiny messengers. When they get stuck, your brain does not hear well. It is like a rusty door that does not open easily. Over time, you may find hearing gets harder, especially in one ear. Sounds might seem quieter or not clear. It can feel like turning the volume down on your music player. You might need to ask people to speak louder or repeat themselves more often.",H80.9,H80.9,False,False,86.4,0.0,0.0,1.4000000000000057,0.08333333333333315,-0.28000000000000114
Vestibular Schwannoma,D33.3,"A vestibular schwannoma is also known as an acoustic neuroma. It is a rare, harmless lump that grows on the nerve linking your ear to your brain. This nerve helps you hear and balance. The lump can press on nearby parts, possibly causing trouble with hearing or balance. Think of it like a traffic slowdown. This lump usually grows very slowly and won’t cause problems quickly. Sometimes, doctors find it by surprise when looking at brain pictures for other reasons. It's important to check with a doctor for more detailed information about this condition.",D33.3,D33.3,True,True,76.42,1.0,1.0,8.579999999999998,1.6208768267223383,3.316
TMJ Disorder,M26.62,"TMJ Disorder, or pain in the jaw joint, is like when your jaw's little hinge gets sore. This hinge helps your mouth open and close, like a door. Sometimes it can hurt a lot, especially if you chew, talk, or use your mouth a lot. It might sting around your jaw or even spread to your face. This often happens because the joint gets too busy or tired. Resting your jaw can make it better. It's like giving your joint a little break so it doesn't hurt much.",M26.62,M26.62,True,True,92.53,1.0,1.0,7.530000000000001,1.6234466588511138,0.09399999999999986
