finding,ICD10_code,PFx,PFx_ICD10_Code,_0_agent_icd10_codes,_0_icd10_matches,_0_pfx_icd10_matches,_0_flesch,accuracy_agent_icd10,accuracy_pfx_icd10,readability_difference,overall_score,log_overall_score
Accessory Spleen,Q89.03,"An accessory spleen is a small, extra piece of spleen tissue that is separate from the main spleen. Most people only have one spleen, but sometimes a person can have more than one. These extra pieces are usually found by accident when a person gets an imaging test like an MRI or CT scan for something else. An accessory spleen is like finding an extra piece from a puzzle that fits just right. This extra spleen usually works just like the regular spleen and doesn’t cause problems. It’s just something extra in your body that’s harmless.",Q89.03,Q89.8,False,True,72.16,0.0,1.0,12.840000000000003,0.8144508670520232,3.368000000000001
Splenic Mass,R16.1,"A splenic mass means there is a lump or a bump on your spleen. The spleen is an organ in your tummy that helps your body fight germs and recycle old blood cells. Sometimes, these lumps are just collections of cells that are growing in a way they shouldn't be. Think of it like a patch of clumped up small balls on a tree branch, which might not belong there. It's important to know that not every mass is harmful. Some might just be 'waiting areas' where cells rest. However, doctors need to check to see why it’s there and what’s happening with it.",R16.1,D73.89,False,True,90.19,0.0,1.0,5.189999999999998,0.8323101777059775,-0.23799999999999955
Splenic Calcification,D73.5,"Splenic calcification means that there are tiny spots of calcium building up in the spleen, which is an organ located on the left side of the belly. This can happen for several reasons, like past infections, inflammation, or after an injury. Think of it as a small chalky area on a dark chalkboard. Most of the time, these spots are harmless and people don't even know they have them because they usually don’t cause any symptoms. They're often found by accident during tests for other health issues.",R93.3,R93.3,False,False,70.73,0.0,0.0,14.269999999999996,0.013097576948264576,2.853999999999999
Splenic Laceration,S36.030A,"A splenic laceration is when the spleen, an organ in your belly that helps fight germs and filters your blood, has a tear or cut in it. Imagine the spleen like a water balloon. If you have a small cut, some water might leak out. If the spleen is injured, it might hurt, and you might feel tired. This is because the spleen helps keep your blood healthy and stores extra blood cells. If it is damaged, it might not work as well. It's important to let someone know if you feel pain after hurting your tummy.",S36.03,S36.03XA,False,False,91.21,0.0,0.0,6.209999999999994,0.027739251040221943,-1.2419999999999989
Gastric Polyp,D13.1,"A gastric polyp is a small bump that forms inside your stomach. Imagine your stomach's inside like a smooth wall. Sometimes, a little bump grows on that wall. These bumps are usually not bad, and most people don't even know they have them because they don't feel different. Doctors often find them when they do checks for other reasons. It is like noticing a small rock on a large beach. Most of the time, they don't need to be fixed, but doctors watch them to make sure they stay that way.",K31.7,K31.7,False,False,92.12,0.0,0.0,7.1200000000000045,0.02463054187192117,-1.424000000000001
Gastric Ulcer,K25.9,"Imagine your stomach as a soft pillow. A gastric ulcer is like a tiny sore on that pillow. It happens inside your stomach. This sore is from too much acid, pain medicines, or germs. If you eat, you might feel pain in your belly. Sometimes, you can also feel bloated or have heartburn. It's smart to be cautious about what you eat or drink. Some things can upset the sore even more. Just like being careful with a real wound, gentle foods and drinks can help your stomach feel better.",K25,K25.9,True,False,95.17,1.0,0.0,10.170000000000002,0.817905102954342,-1.2340000000000002
Gastric Wall Thickening,R93.3,"The stomach is like a stretchy bag that helps digest food. Sometimes, the wall of this bag gets thicker than usual. Think of this like having a phone with a thicker case. This thickening can happen for many reasons, like food or air in the stomach, or when it's swollen. Often, it’s nothing to worry about. Doctors check it just to make sure everything is okay. It helps them know if they need to look a little more closely at your stomach to find the right answer.",R93.3,K31.89,False,True,84.27,0.0,1.0,0.730000000000004,0.9156069364161847,0.9460000000000008
Bezoar,W44.F1,"A bezoar is a lump that gets stuck in the stomach or intestines. Think of it as a kind of hairball for humans! It forms when some foods you eat don't get digested and stick together. Foods with lots of fibers, like nuts or seeds, can cause bezoars. Usually, our stomach breaks food apart easily. But sometimes pieces can stick together to make a bezoar. They might make your tummy hurt or feel funny, so it’s good to know about them. Eating a balanced diet can help in preventing them.",K31.1,K31.1,False,False,85.39,0.0,0.0,0.39000000000000057,0.1438848920863309,-0.07800000000000012
Gastritis,K29.70,"Gastritis is kind of like a tummy ache but inside your stomach. It means the stomach lining, which protects your stomach from acid and other things, is red and swollen. Sometimes, certain foods like spicy food can make it feel worse. Think of your stomach as a house, and the lining is the strong wall keeping it safe. If that wall gets a little crack, it can cause pain or discomfort. You might feel like your stomach is upset or notice a burning feeling. It’s important to pay attention to how your stomach feels and to eat foods that are gentle on your tummy.",K29.70,K29.70,True,True,81.73,1.0,1.0,3.269999999999996,1.6468384074941453,2.2539999999999996
Hiatal Hernia,K44.9,"A hiatal hernia is when part of your stomach pushes up into your chest through a small hole called the diaphragm. The diaphragm is like a wall between your chest and your belly. Sometimes, a bit of your stomach can sneak through. This may cause heartburn, which feels like the middle of your chest is burning. Some people might find it hard to swallow food. Most of the time, a hiatal hernia doesn’t cause serious problems, but it is good to know what it is. Many people have one without knowing, and it's quite common.",K44.9,K44.9,True,True,83.05,1.0,1.0,1.9500000000000028,1.6677966101694914,1.9900000000000007
