finding,ICD10_code,PFx,PFx_ICD10_Code,_0_agent_icd10_codes,_0_icd10_matches,_0_pfx_icd10_matches,_0_flesch,accuracy_agent_icd10,accuracy_pfx_icd10,readability_difference,overall_score,log_overall_score
Tonsillar Calcifications,R22.1,"Tonsillar calcifications are tiny hard pieces that form in your tonsils, which are at the back of your throat. Minerals like calcium stick together and become solid in your tonsils. Most of the time, people don’t even know they have this because it doesn’t hurt or cause problems. It’s like finding small rocks that don’t bother you. There’s nothing to worry about. If you feel anything, it might just be a little uncomfortable when you swallow. But most people don't feel anything at all.",R22.1,J35.8,False,True,76.22,0.0,1.0,8.780000000000001,0.8204498977505112,2.556
Salivary Gland Stone,K11.5,"A salivary gland stone is like a tiny rock that can form in one of the places in your mouth that make spit. Spit, or saliva, helps you chew and swallow food. The stone can block spit from flowing out, similar to a blocked straw. This can make your mouth feel dry or painful, especially when you eat. Usually, drinking water, eating sour candy, or rubbing your jaw can help the stone go away on its own. So, it's like trying to fix a clogged drain by using simple tricks at home.",K11.5,K11.5,True,True,89.79,1.0,1.0,4.790000000000006,1.6345423143350606,0.6419999999999988
Sialadenitis,K11.20,"Sialadenitis is when your spit glands, called salivary glands, get swollen or sore. These glands help make saliva, which is the watery stuff in your mouth. If they get blocked or have germs, they might swell up and hurt. Imagine if a hose had too much water pressure and started to puff up, your glands can feel the same way. This swelling can make it hurt under your jaw or on the side of your face. But don't worry, doctors have ways to help get your glands back to normal.",K11.20,K11.2,False,True,98.55,0.0,1.0,13.549999999999997,0.813745704467354,-1.9099999999999995
Parotid Gland Mass,D11.0,"The parotid glands are two of the large glands near your ears that make spit to help digest food. A parotid gland mass means there's a lump or bump in one of these glands. This bump can be caused by many things, like an infection, cyst, or very rarely, a tumor. Most of the time, these bumps are not dangerous and can be treated. Finding a bump is like spotting a pebble in the yard – usually, it's nothing to worry about, but it's good to have it checked out to be sure.",D11.0,K11.8,False,True,86.64,0.0,1.0,1.6400000000000006,0.8757575757575757,0.4719999999999999
Mucocele of Salivary Gland,K11.6,"A mucocele of the salivary gland is a small bump in your mouth. Think of it like a tiny balloon filled with water. Instead of water, it is filled with spit, which comes from your salivary glands. Sometimes, spit gets stuck if a small tube is blocked or hurt. This is when a mucocele forms. Mucoceles can be soft and might even pop by themselves or go away. But sometimes they come back again. Eating or talking might feel odd if there is a mucocele in your mouth.",K11.6,K11.6,True,True,94.15,1.0,1.0,9.150000000000006,1.619704433497537,-0.2300000000000011
Submandibular Gland Tumor,D11.7,"The submandibular gland sits below your jaw and makes saliva that helps you eat. A tumor in this gland is like a bump or growth, which can be not harmful (called benign) or could be more serious. It's very important to find out more about it. You might feel a small lump in your mouth. If it changes or starts to bother you, there are ways to help and keep your gland working well. Doctors know how to check if the bump is okay or if it needs any treatment.",D11.7,D11.0,False,True,90.09,0.0,1.0,5.090000000000003,0.8328407224958949,-0.21800000000000064
Sialolithiasis in Sublingual Gland,K11.5,"Sialolithiasis in the sublingual gland means there are tiny stones under your tongue that block saliva. Saliva is the spit that keeps your mouth wet. These stones form when minerals in your saliva stick together. Think of them as tiny pieces of chalk. If a stone blocks the gland, your mouth might feel dry or hurt. To help with this, drink lots of water. Water keeps saliva moving and can prevent stones. So, remember to sip water often to keep your mouth happy.",K11.5,K11.5,True,True,86.3,1.0,1.0,1.2999999999999972,1.6869565217391307,1.3400000000000007
Parotid Cyst,K11.8,"A parotid cyst is a small bump filled with fluid that can form in one of your salivary glands called the parotid gland. These glands help make saliva, which is important for chewing and swallowing. Usually, a parotid cyst sits quietly without causing any problems, like a tiny balloon filled with water. Most of the time, they don't hurt or cause any trouble. Doctors often just keep an eye on them to make sure they stay the same without growing. This means they are usually nothing to worry about and are often harmless.",K11.8,K11.8,True,True,81.12,1.0,1.0,3.8799999999999955,1.640983606557377,2.3759999999999994
Salivary Gland Atrophy,K11.0,"Your salivary glands are getting smaller, and this is called salivary gland atrophy. These glands make saliva, which keeps your mouth wet and helps you chew and swallow food. It's like a sponge that gets smaller when there's no water—if your glands shrink, they might not work as well and could make your mouth dry. To help, drink lots of water to stay hydrated. Keeping your mouth clean by brushing and flossing is also important. This can make your mouth feel more comfortable even if your salivary glands are not working perfectly.",K11.0,K11.8,False,True,81.33,0.0,1.0,3.6700000000000017,0.8428265524625268,1.5340000000000005
Lipoma of Neck,D17.0,"A lipoma in the neck is a soft, small bump under your skin made of fat. Think of it like a tiny pillow just beneath the surface. This bump is usually not harmful or painful. You might feel it move slightly if you press it. Often, doctors find lipomas by accident when checking for something else. They grow slowly and often stay small, but sometimes they can get bigger. Usually, lipomas don't need to be removed unless they bother you or cause discomfort.",D17.0,D17.0,True,True,84.78,1.0,1.0,0.21999999999999886,1.7639344262295085,1.644
Hemangioma of Neck,D18.01,"A hemangioma in the neck is a small bump made of extra blood vessels. Imagine a soft balloon filled with blood. These balloons come together and make a little lump. Most hemangiomas do not cause any problems. They are usually soft and can be squishy to touch. Hemangiomas are not cancer. They do not spread to other parts of the body. Sometimes, they go away on their own, like a balloon that slowly loses air. Doctors check them to be sure they are harmless.",D18.01,D18.01,True,True,87.42,1.0,1.0,2.4200000000000017,1.6584795321637427,1.1159999999999997
Cervical Abscess,L02.11,"A cervical abscess is like a sack filled with pus in the neck. Pus is like the goo inside a pimple. This happens when an infection gathers in one spot. You might notice your neck is swollen, red, or hurts if you touch it or move your head. This is your body's way of fighting the germs. It's like when your body puts all the fighters in one place to deal with the germs. If your neck is feeling funny or looks swollen, it is good to tell someone about it.",L02.11,L02.11,True,True,92.12,1.0,1.0,7.1200000000000045,1.6246305418719214,0.17599999999999905
Branchial Cleft Cyst,Q18.2,"A branchial cleft cyst is like finding a surprise pocket in your favorite jacket. It is a small, soft lump on the side of your neck or near your collarbone. These cysts form before babies are born and are usually filled with fluid. They are not harmful or painful for most people. Many people might only find out they have one during a check-up or a scan for something else. It's like a tiny extra space that doesn't usually cause any trouble. You might say it’s just along for the ride.",Q18.2,Q18.0,False,True,83.66,0.0,1.0,1.3400000000000034,0.8854700854700854,1.0680000000000007
Sebaceous Cyst of Neck,L72.3,"A sebaceous cyst is like a small bump under your skin. It can be on your neck or anywhere else. It's caused when oil in the skin gets stuck. Think of it like a bubble under the skin filled with oil. Usually, it doesn’t hurt and doesn’t cause trouble. You might notice it if you touch it or if it gets bigger. Most people don’t need to worry. These bumps are like little peas many people have, and they are common. If it changes, keeps getting bigger or red, talk to someone about it.",L72.3,L72.0,False,True,94.76,0.0,1.0,9.760000000000005,0.8185873605947955,-1.152000000000001
Soft Tissue Sarcoma of Neck,C49.0,"A soft tissue sarcoma of the neck is a rare type of cancer that begins in the tissues that connect or support other parts of the body, like muscles, fat, or nerves. Imagine it like a small bump or growth that shouldn't be there. These sarcomas can grow in the soft parts of your neck and might cause some symptoms like swelling or pain. Doctors use special tests to see how big it is and to decide the best way to treat it. This type of sarcoma isn't common, but doctors have ways to help manage and treat it.",C49.0,C49.0,True,True,85.22,1.0,1.0,0.21999999999999886,1.7639344262295085,1.5560000000000003
Cervical Cystic Lesion,Q18.0,"A cervical cystic lesion is like a tiny fluid-filled bump in your neck. 'Cervical' means it's about your neck, not the cervix. These bumps usually don't cause problems, and you might not feel them at all. Doctors might see them when they're checking your neck for something else. Imagine finding a small water drop where it doesn't usually happen. Most times, they're not harmful. But doctors like to watch them to make sure they stay the same.",Q18.3,Q18.8,False,False,85.69,0.0,0.0,0.6899999999999977,0.11834319526627235,-0.13799999999999954
